name,description,source
忌 疝疼痛,敗精惡血，結在陰囊所致。用阿魏二兩（醋和荞麥面作餅裹之煨熟），大槟榔二枚鑽孔，溶乳香填滿，亦以荞面裹之煨熟，入 砂末一錢，赤芍藥末一兩，糊丸梧桐子大。每食前，酒下三十丸。（危氏《得效方》）。,阿魏
小兒盤腸内吊，腹痛不止,用阿魏爲末，大蒜半瓣炮熟研爛和丸麻子大。每艾湯服五丸。,阿魏
脾積結塊,雞子五個，阿魏五分，黃蠟一兩，同煎化，分作十服。每空心細嚼，溫水送下。諸物不忌，腹痛無妨。十日後大便下血，乃積化也。（《保夀堂經驗方》）。,阿魏
痞塊有積,阿魏五錢，五靈脂（炒煙盡）五錢，爲末，以黃雄狗膽汁和，丸黍米大。空心 唾津送下三十丸。忌羊肉、醋、面。（《扶夀精方》）。,阿魏
小兒脾疳,蘆荟、使君子等分，爲末。每米飲服一、二錢。（《衛生易簡方》）,蘆荟
濕熱牙疼，喜吸風,胡桐淚，入麝香摻之。,胡桐淚
牙疼出血,胡桐淚半兩，研末。夜夜貼之。或入麝香少許,胡桐淚
走馬牙疳,胡桐堿、黃丹等分爲末，摻之。（《醫林集要》）,胡桐淚
牙疳宣露，膿血臭氣者,胡桐淚一兩，枸杞根一升。每用五錢，煎水熱漱,胡桐淚
牙疳宣露，膿血臭氣者,胡桐淚、葶藶等分。研摻。（《聖惠方》）,胡桐淚
牙齒蠹黑,乃腎虛也。胡桐淚一兩，丹砂半兩，麝香一分，爲末，摻之。（《聖濟總錄》）,胡桐淚
陰火爲病,大補丸∶ 用黃柏去皮，鹽、酒炒褐爲末，水丸梧子大。血虛，四物湯下；氣虛，四君子湯下。（丹溪方）,柏木
毒痔漏，下血不止,孫探用酒、醋、童尿各浸七日，下五十丸，久服除根。楊誠《經驗方,柏木
百補丸,專治諸虛赤白濁。用川柏皮（刮淨）一斤（分作四分，用酒、蜜、人乳、糯米泔各浸透）,柏木
炙乾切研，廪米飯丸,如上皮丸∶黃柏一斤（分作四分，三分用醇酒、鹽湯、童尿各浸二日焙研，一分用酥炙研末）。,柏木
淫及夢洩精滑,真珠粉丸∶黃柏（炒）、真蛤粉各一斤，爲末，滴水丸梧桐子大。每服一百丸，空 等分爲末，糊丸梧桐子大。每服八十丸，鹽湯下。（《潔古家珍》）,柏木
中有熱,宜清心丸主之。黃柏末一兩，片腦一錢。煉蜜丸梧桐子大。每服十五丸，麥門冬湯下。此大智禪師方也。（許學士《本事方》）,柏木
痹痛,黃柏片含之。又以一斤，酒一鬭，煮二沸，恣飲便癒。（《肘後方》）,柏木
不通,苦酒和黃柏末敷之，冷即易。（《肘後方》）,柏木
小兒 臍瘡不合者,黃柏末塗之。（《子母秘錄》）,柏木
小兒 臍瘡不合者,黃柏煎湯洗之，塗以白蜜。（《肘一味。,柏木
大風癩疾,黃栌木五兩（锉，用新汲水一鬭浸二七日，焙研），蘇方木五兩，烏麻子一鬭 （九蒸九曝），天麻二兩，丁香、乳香各一兩，爲末。以赤黍米一升淘淨，用浸黃栌水煮米粥搗和，丸梧桐子大。每服二、三十丸，食後漿水下，日二、夜一。（《聖濟總錄,黃栌
厚朴煎丸,孫兆雲∶補腎不如補脾。脾胃氣壯，則能飲食。飲食既進，則益營衛，養精血，滋骨髓。是以《素問》雲∶精不足者補之以味；形不足者，補之以氣。此藥大補脾胃虛損，溫中降氣，皮切片），以水五升同煮乾，去薑，焙朴。以乾薑四兩，甘去草，焙薑、朴爲末。用棗肉、生薑同煮熟，去薑，搗棗和，丸梧子大。每服五十丸，米飲下。一方加熟附子。（王 《百一選方》）,厚朴
痰 驚,梓朴散∶用梓州厚朴一兩，半夏（湯泡七次，薑汁浸半日，曬乾）一錢，以米泔三升同浸 一百刻，水盡爲度。如未盡，少加火熬乾。去厚朴，隻研半夏。每服半錢或一字。薄荷湯調下。（錢乙《小兒直訣》）,厚朴
痢 水谷久不瘥者,厚朴三兩，黃連三兩，水三升，煎一升，空心細服。（《梅師厚朴生研，豬臟（煮）搗和，丸梧桐子大。每薑水下三十丸。（《十便良方》）,厚朴
月水不通,厚朴三兩（炙切）。水三升，煎一升，分二服，空心飲。不過三、四劑，神驗。一加桃仁、紅花。（《子母秘錄,厚朴
青娥丸,方見補骨脂下。,杜仲
腎虛腰痛,崔元亮《海上集驗方》∶用杜仲去皮炙黃一大斤，分作十劑。每夜取一劑，以水一大升，浸至五更，煎三分減一，取汁，以羊腎三、四枚切下，再煮三、五沸，如作羹法，和以椒、鹽，空腹頓服。,杜仲
腎虛腰痛,《聖惠方》∶入薤白七莖。,杜仲
腎虛腰痛,箧中方∶加五味腰背虛痛∶杜仲一斤切炒，酒二升，漬十日，日服三合。此陶隱居得效方也。,杜仲
腎虛腰痛,《三因方》∶爲末，每旦以溫酒服二錢。止更服。,杜仲
腎虛腰痛,（《肘後方》）炒去絲），續斷二兩（酒浸焙乾）。爲末，以山藥五、十丸，空心米飲下。,杜仲
腎虛腰痛,《肘後方》∶用杜仲焙研，棗肉後諸疾及胎臟不安∶杜仲去皮，瓦上焙乾，木臼搗末，煮棗肉和，丸彈子大。每服一丸，糯米飲下，日二服。（《勝金方》）,杜仲
小兒蟲病,胃寒危惡症，與痫相似者。乾漆（搗燒煙盡）、白蕪荑等分，爲末。米飲服一字至一錢。（杜壬方）。,漆
九種心痛及腹脅積聚滞氣,筒内乾漆一兩，搗炒煙盡，研末，醋煮面糊丸梧桐子大。每服五丸至九丸，熱酒下。（《簡要濟眾》）,漆
時氣溫病，頭痛壯熱，初得一日,用生梓木削去黑皮，取裏白者切一升，水二升五合煎汁。每服八合，取瘥。（《肘後方》）,梓
白癜風瘡,楸白皮五斤，水五鬭，煎五升，去滓，煎如稠膏。日三摩之。（《聖濟總錄》）。,楸
手足腫浮,桐葉煮汁漬之，并飲少許。或加小豆，尤妙。（《聖惠方》）,桐
癰疽發背大如盤，臭腐不可近,桐葉醋蒸粘貼。退熱止痛，漸漸生肉收口，極驗秘方也。（《醫林正宗》）,桐
發落不生,桐葉一把，麻子仁三升，米泔煮五、六沸，去滓。日日洗之則長。（《肘後方》）。,桐
發白染黑,經霜桐葉及子，多收搗碎，以甑蒸之，生布絞汁，沐頭。（《普濟方》）,桐
癰腫初起,桐油點燈，入竹筒内熏之，得出黃水即消。（《醫林正宗》）。,罂子桐
血風 瘡,胡粉 過研，桐油調作隔紙膏，貼之,罂子桐
血風 瘡,用船上陳桐油鍛石 過，又以人發拌桐油炙乾爲末，仍以桐油調作膏，塗紙上，刺孔貼之。（楊起《簡便方》）。,罂子桐
腳肚風瘡如癩,桐油、人乳等分，掃之。數次即癒。（《集簡方》）。,罂子桐
酒渣赤鼻,桐油入黃丹、雄黃，敷之。（《摘玄方》）。,罂子桐
凍瘡皸裂,桐油一碗，發一握。熬化瓶收,罂子桐
每解砒石毒,桐油二升，灌之。吐即毒解。（華佗危病方）,罂子桐
風癬有蟲,海桐皮、蛇床子等分，爲末。以臘豬脂調，搽之。（艾元英《如宜方》）,海桐
風蟲牙痛,海桐皮煎水，漱之。（《聖惠方》）。,海桐
中惡霍亂,海桐皮，煮汁服之。（《聖濟總錄》）,海桐
熱厥心痛或發或止，身熱足寒，久不癒者,先灸太溪、昆侖，引熱下行。内服金鈴散∶用金鈴子、玄胡索各一兩，爲末。每服三錢，溫酒調下。（潔古《活法機要》）。,楝
小兒冷疝氣痛，膚囊浮腫,金鈴子（去核）五錢，吳茱萸二錢半，爲末，酒糊丸黍米大。每鹽湯下二、三 十丸。（《全幼心鑑》）,楝
小兒冷疝氣痛，膚囊浮腫,入鹽炒茴香半兩。（《經驗方》）。,楝
疝腫痛,《澹寮方》楝實丸∶治釣腎偏墜，痛不可忍。用川楝子肉五兩，分作五分∶一兩 用破故紙二錢炒黃，一兩用小茴香三錢、食鹽半錢同炒，一兩用萊菔子一錢同炒，一兩用牽牛子三錢同炒，一兩用斑蝥七枚（去頭、足）同炒。揀去食鹽、萊菔、牽牛、斑蝥，隻留故紙、茴香，同研爲末，以酒打面糊丸梧桐子大。每空心酒下五十丸。,楝
疝腫痛,《得效方》楝實丸∶治一切疝氣腫痛，大有神效。用川楝子（酒潤取肉）一斤，分作四分∶四兩用小麥一合，斑蝥四 十九個，同炒熟，去蝥；四兩用小麥一合，巴豆四十九枚，同炒熟，去豆；四兩用小麥一合，巴戟肉一兩，同炒熟，去戟；四兩用小茴香一合，食鹽一兩，同炒熟，去鹽。加破故紙（酒炒）一兩，廣木香（不見火）一兩，爲末，酒煮面糊丸梧桐子大。每服五十丸，鹽湯空心下，日三服。,楝
臟毒下血,苦楝子炒黃爲末，蜜丸梧桐子大。米飲每吞十丸至二十丸。（《經驗方》）,楝
腹中長蟲,楝實以淳苦酒漬一宿，綿裹，塞入谷道中三寸許，日二易之。（《外台秘要》）。,楝
腸風瀉血,槐角丸∶治五種腸風瀉血。糞前有血名外痔，糞後有血名内痔，大腸不收名脫肛，谷道四面 肉如奶名舉痔，頭上有孔名 瘡，内有蟲名蟲痔，并皆治之。槐角（去梗，炒）一兩，地榆、當歸（酒焙）、防風、黃芩、枳殼（麸炒）各半兩，爲末，酒糊丸梧桐子大。每服五十丸，米飲下。（《和劑局方》）。,槐
大腸脫肛,槐角、槐花各等分，炒爲末。用羊血蘸藥，炙熟食之，以酒送下。豬腰子（去皮）蘸炙亦可。（《百一選方》,槐
内痔外痔,許仁則方∶用槐角子一鬭，搗汁曬稠，取地膽爲末，同煎，丸梧桐子大。每飲服十丸。兼作挺子，納下部。或以苦參末代地膽亦可。（《外台秘要》）,槐
目熱昏暗,槐子、黃連（去須）各二兩，爲末，蜜丸梧桐子大。每漿水下二十丸，日二服。（《聖濟總錄》）。,槐
赤眼生翳,秦皮一兩，水一升半，煮七合，澄清。日日溫洗。一方加滑石、黃連等分。,秦皮
眼暴腫痛,秦皮、黃連各一兩，苦竹葉半升，水二升半，煮取八合，食後溫服。此乃謝道人方也。（《外台秘要》）。,秦皮
赤眼睛瘡,秦皮一兩。清水一升，白碗中浸，春夏一食頃以上，看碧色出，即以箸頭纏綿，仰卧點令滿眼，微痛勿畏，良久瀝去熱汁。日點十度以上，不過兩日瘥也。（《外台秘要》）,秦皮
眼弦挑針,乃肝脾積熱。锉秦皮，夾沙糖，水煎，調大黃末一錢，微利佳。（《仁齋直指方》）,秦皮
血痢連年,秦皮、鼠尾草、薔薇根等分，以水煎取汁，銅器重釜煎成，丸如梧桐子大。,秦皮
天蛇毒瘡，似癩非癩,天蛇，乃草間黃花蜘蛛也。人被其螫，爲露水所濡，乃成此疾。,秦皮
肺癰唾濁，心胸甲錯,取夜合皮一掌大，水三升，煮取一半，分二服。（韋宙《獨行方》）。,合歡
撲損折骨,夜合樹皮（即合歡皮，去粗皮，炒黑色）四兩，芥菜子（炒）一兩，爲末。每服二錢，溫酒卧時服，以滓敷之，接骨甚妙。（王 《百一選方》,合歡
發落不生,合歡木灰二合，牆衣五合，鐵精一合，水萍末二合，研勻，生油調塗，一夜一次。（《普濟方》）,合歡
小兒撮口,夜合花枝濃煮汁，拭口中，并洗之。（《子母秘錄》）,合歡
中風口噤不開，涎潮壅上,皂角一挺（去皮），豬脂塗炙黃色，爲末,皂莢
每服一錢，溫酒調下 中風口 ,皂角五兩，去皮爲末，三年大醋和之，左 塗右，右 塗左，乾更上之。（《外台秘要》）。,皂莢
中暑不省,皂莢一兩（燒存性），甘草一兩（微炒），爲末。溫水調一錢，灌之。（《澹寮方》）,皂莢
鬼魇不寤,皂莢末刀圭，吹鼻中，能起死人。（《千金方》）,皂莢
自縊將絕,皂角末吹鼻中。（《外台方》）。,皂莢
水溺卒死一宿者，尚可活,紙裹皂莢末納下部，須臾出水即活。（《外台秘要》）。,皂莢
急喉痹塞，逡巡不救,靈苑方∶皂莢生研末。每以少許點患處，外以醋調濃封項下。須臾便破，出血即癒。或 水灌之，亦良。《直指方》∶用米醋半盞，煎七分，破出膿血即癒。,皂莢
咽喉腫痛,牙皂一挺（去皮，米醋浸炙七次，勿令太焦），爲末。每吹少許入咽，吐涎即止。（《聖濟總錄》）,皂莢
風痫諸痰,五痫膏∶治諸風，取痰如神。大皂角半斤去皮、子，以蜜四兩塗上，慢火炙透捶碎，以熱水浸一時， 取汁，慢火熬成膏。入麝香少許，攤在夾綿紙上，曬乾，煎作紙花。每用三、四片，入淡漿水一小盞中洗淋下，以筒吹汁入鼻内。待痰涎流盡，吃芝麻餅一個，涎盡即癒，立效。（《普濟方》）,皂莢
風邪痫疾,皂莢（燒存性）四兩，蒼耳根、莖、葉（曬乾）四兩，密陀僧一兩，爲末，成丸 梧桐子大，朱砂爲衣。每服三、四十丸，棗湯下，日二服。稍退，隻服二十丸。名抵住丸。,皂莢
胸腹脹滿，欲令瘦者,豬牙皂角相續量長一尺，微火煨，去皮、子，搗篩，蜜丸大如梧桐子。,皂莢
大腸脫肛,不蛀皂角五挺，捶碎，水 取汁二升下，令皂角氣行，則不再作。仍以皂角去皮，酥炙爲末，棗肉和丸，米飲下三十丸。（《聖惠方 調敷之，良。（《梅師方》）。,皂莢
大腸脫肛,用豬牙皂角七片煨黃，去皮、弦，出火毒，爲末。空心溫酒服五錢。（《袖珍方》）。,皂莢
婦人吹乳,《袖珍方》∶用豬牙皂角去皮，蜜炙爲末。酒服一錢  又詩雲∶婦人吹奶法如何？,皂莢
咽喉骨哽,豬牙皂角二條切碎，生絹袋盛縫滿，線縛項中，立消。（《簡便方》）。,皂莢
九裏蜂毒,皂莢鑽孔，貼叮處，艾灸孔上三、五壯即安。（《救急方》）。,皂莢
腸風下血,獨子肥皂（燒存性），一片爲末，糕糊丸；一片爲末，米飲調，吞下。（《普濟方》）,肥皂莢
下痢禁口,肥皂莢一枚，以鹽實其内，燒存性，爲末。以少許入白米粥内，食之即效。,肥皂莢
風虛牙腫,老人腎虛，或因涼藥擦牙致痛。用獨子肥皂，以青鹽實之，燒存性，研末摻之。或入生樟腦十五文。（《衛生家寶方》）。,肥皂莢
頭耳諸瘡，眉癬、燕窩瘡,并用肥皂（ 存性）一錢，枯礬一分。研勻，香油調，塗之。,肥皂莢
小兒頭瘡,因傷湯水成膿，出水不止。用肥皂燒存性，入膩粉，麻油調搽。（《海上方》）。,肥皂莢
臘梨頭瘡，不拘大人、小兒,用獨核肥皂（去核，填入沙糖，入巴豆二枚紮定，鹽泥包，存性），入槟榔、輕粉五、七分，研勻，香油調搽。先以灰汁洗過，溫水再洗，拭乾乃搽。,肥皂莢
癬瘡不癒,以川槿皮煎湯，用肥皂（去核及内膜）浸湯時時搽之。（楊起《簡便方》）。,肥皂莢
便毒初起,肥皂搗爛敷之，甚效。（《簡便方》）。,肥皂莢
玉莖濕癢,肥皂一個。燒存性，香油調搽即癒。（《攝生方》）,肥皂莢
牙齒腫痛,肥珠子一兩，大黃、香附各一兩，青鹽半兩，泥固 研。日用擦牙。（《普濟方》）,無患子
血痢不止,沒石子一兩爲末，飲丸小豆大。每食前米飲下五十丸。（《普濟方》）。,無食子
小兒久痢,沒石子二個，熬黃研末，作馄饨食之。（《宮氣方》）。,無食子
産後下痢,沒石子一個，燒存性，研末。冷即酒服，熱即用飲下，日二。（《子母秘錄》）。,無食子
牙齒疼痛,綿裹無食子末一錢咬之，涎出吐去。（《聖濟總錄》）。,無食子
鼻面酒 ,南方沒石子有孔者，水磨成膏。夜夜塗之，甚妙。（危氏《得效方》）。,無食子
口鼻急疳,沒石子末，吹下部，即瘥。（《千金方》）。,無食子
大小口瘡,沒石子（炮）三分，甘草一分。研末摻之。月内小兒生者，少許置乳上吮之，入口即啼，不過三次。（《聖足趾肉刺∶無食子三枚，肥皂莢一挺。燒存性，爲末。醋和敷之，立效。（《奇效方》）,無食子
